"SchoolYear","ESD","CountyNumber","County","CountyDistrictNumber","District","GradeTested","AlgebraTotalTestedNotTested","Algebra1TotalTested","Algebra1MetStandardIncludingPrevPass","Algebra1PercentMetStandardIncludingPrevPass","Algebra1MetStandardWithoutPrevPass","Algebra1PercentMetStandardWithoutPrevPass","Algebra1PercentMetStandardExcludingNoScore","Algebra1Level1","Algebra1PercentLevel1","Algebra1Level2","Algebra1PercentLevel2","Algebra1LevelBasic","Algebra1PercentLevelBasic","Algebra1Level3","Algebra1PercentLevel3","Algebra1Level4","Algebra1PercentLevel4","Algebra1NoScore","Algebra1PercentNoScore","Algebra1NotMet","Algebra1PercentNotMet","Algebra1ExcusedAbsence","Algebra1Exempted","Integrated1TotalTestedNotTested","Integrated1TotalTested","Integrated1MetStandardIncludingPrevPass","Integrated1PercentMetStandardIncludingPrevPass","Integrated1MetStandardWithoutPrevPass","Integrated1PercentMetStandardWithoutPrevPass","Integrated1PercentMetStandardExcludingNoScore","Integrated1Level1","Integrated1PercentLevel1","Integrated1Level2","Integrated1PercentLevel2","Integrated1LevelBasic","Integrated1PercentLevelBasic","Integrated1Level3","Integrated1PercentLevel3","Integrated1Level4","Integrated1PercentLevel4","Integrated1NoScore","Integrated1PercentNoScore","Integrated1NotMet","Integrated1PercentNotMet","Integrated1ExcusedAbsence","Integrated1Exempted","Retake1TotalTestedNotTested","Retake1TotalTested","Retake1MetStandardIncludingPrevPass","Retake1PercentMetStandardIncludingPrevPass","Retake1MetStandardWithoutPrevPass","Retake1PercentMetStandardWithoutPrevPass","Retake1PercentMetStandardExcludingNoScore","Retake1Level1","Retake1PercentLevel1","Retake1Level2","Retake1PercentLevel2","Retake1LevelBasic","Retake1PercentLevelBasic","Retake1Level3","Retake1PercentLevel3","Retake1Level4","Retake1PercentLevel4","Retake1NoScore","Retake1PercentNoScore","Retake1NotMet","Retake1PercentNotMet","Retake1ExcusedAbsence","Retake1Exempted","AllEOCMathYear1TotalTestedNotTested","AllEOCMathYear1TotalTested","AllEOCMathYear1MetStandardIncludingPrevPass","AllEOCMathYear1PercentMetStandardIncludingPrevPass","AllEOCMathYear1MetStandardWithoutPrevPass","AllEOCMathYear1PercentMetStandardWithoutPrevPass","AllEOCMathYear1PercentMetStandardExcludingNoScore","AllEOCMathYear1Level1","AllEOCMathYear1PercentLevel1","AllEOCMathYear1Level2","AllEOCMathYear1PercentLevel2","AllEOCMathYear1LevelBasic","AllEOCMathYear1PercentLevelBasic","AllEOCMathYear1Level3","AllEOCMathYear1PercentLevel3","AllEOCMathYear1Level4","AllEOCMathYear1PercentLevel4","AllEOCMathYear1NoScore","AllEOCMathYear1PercentNoScore","AllEOCMathYear1NotMet","AllEOCMathYear1PercentNotMet","AllEOCMathYear1ExcusedAbsence","AllEOCMathYear1Exempted","GeometryTotalTestedNotTested","GeometryTotalTested","GeometryMetStandardIncludingPrevPass","GeometryPercentMetStandardIncludingPrevPass","GeometryMetStandardWithoutPrevPass","GeometryPercentMetStandardWithoutPrevPass","GeometryPercentMetStandardExcludingNoScore","GeometryLevel1","GeometryPercentLevel1","GeometryLevel2","GeometryPercentLevel2","GeometryLevelBasic","GeometryPercentLevelBasic","GeometryLevel3","GeometryPercentLevel3","GeometryLevel4","GeometryPercentLevel4","GeometryNoScore","GeometryPercentNoScore","GeometryNotMet","GeometryPercentNotMet","GeometryExcusedAbsence","GeometryExempted","Integrated2TotalTestedNotTested","Integrated2TotalTested","Integrated2MetStandardIncludingPrevPass","Integrated2PercentMetStandardIncludingPrevPass","Integrated2MetStandardWithoutPrevPass","Integrated2PercentMetStandardWithoutPrevPass","Integrated2PercentMetStandardExcludingNoScore","Integrated2Level1","Integrated2PercentLevel1","Integrated2Level2","Integrated2PercentLevel2","Integrated2LevelBasic","Integrated2PercentLevelBasic","Integrated2Level3","Integrated2PercentLevel3","Integrated2Level4","Integrated2PercentLevel4","Integrated2NoScore","Integrated2PercentNoScore","Integrated2NotMet","Integrated2PercentNotMet","Integrated2ExcusedAbsence","Integrated2Exempted","Retake2TotalTestedNotTested","Retake2TotalTested","Retake2MetStandardIncludingPrevPass","Retake2PercentMetStandardIncludingPrevPass","Retake2MetStandardWithoutPrevPass","Retake2PercentMetStandardWithoutPrevPass","Retake2PercentMetStandardExcludingNoScore","Retake2Level1","Retake2PercentLevel1","Retake2Level2","Retake2PercentLevel2","Retake2LevelBasic","Retake2PercentLevelBasic","Retake2Level3","Retake2PercentLevel3","Retake2Level4","Retake2PercentLevel4","Retake2NoScore","Retake2PercentNoScore","Retake2NotMet","Retake2PercentNotMet","Retake2ExcusedAbsence","Retake2Exempted","AllEOCMathYear2TotalTestedNotTested","AllEOCMathYear2TotalTested","AllEOCMathYear2MetStandardIncludingPrevPass","AllEOCMathYear2PercentMetStandardIncludingPrevPass","AllEOCMathYear2MetStandardWithoutPrevPass","AllEOCMathYear2PercentMetStandardWithoutPrevPass","AllEOCMathYear2PercentMetStandardExcludingNoScore","AllEOCMathYear2Level1","AllEOCMathYear2PercentLevel1","AllEOCMathYear2Level2","AllEOCMathYear2PercentLevel2","AllEOCMathYear2LevelBasic","AllEOCMathYear2PercentLevelBasic","AllEOCMathYear2Level3","AllEOCMathYear2PercentLevel3","AllEOCMathYear2Level4","AllEOCMathYear2PercentLevel4","AllEOCMathYear2NoScore","AllEOCMathYear2PercentNoScore","AllEOCMathYear2NotMet","AllEOCMathYear2PercentNotMet","AllEOCMathYear2ExcusedAbsence","AllEOCMathYear2Exempted","BiologyTotalTestedNotTested","BiologyTotalTested","BiologyMetStandardIncludingPrevPass","BiologyPercentMetStandardIncludingPrevPass","BiologyMetStandardWithoutPrevPass","BiologyPercentMetStandardWithoutPrevPass","BiologyPercentMetStandardExcludingNoScore","BiologyLevel1","BiologyPercentLevel1","BiologyLevel2","BiologyPercentLevel2","BiologyLevelBasic","BiologyPercentLevelBasic","BiologyLevel3","BiologyPercentLevel3","BiologyLevel4","BiologyPercentLevel4","BiologyNoScore","BiologyPercentNoScore","BiologyNotMet","BiologyPercentNotMet","BiologyExcusedAbsence","BiologyExempted"
"2012-13","Educational Service District 112","06","Clark","06037","Vancouver School District","9",857,857,483,56.29,483,56.29,56.4,135,15.69,239,27.8,5,0.5,361,42.1,117,13.59,0,0,374,43.6,0,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857,857,483,56.29,483,56.29,56.4,135,15.69,239,27.8,5,0.5,361,42.1,117,13.59,0,0,374,43.6,0,429,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,,,,,,,,,,,,,,,,,,,,,,,551,551,474,86,474,86,86,6,1,71,12.8,0,0,186,33.7,288,52.2,0,0,77,13.9,3,0
"2012-13","Educational Service District 112","06","Clark","06037","Vancouver School District","10",531,459,795,65.8,118,22.19,25.7,207,38.89,134,25.19,16,3,73,13.69,29,5.4,72,13.5,413,77.7,30,771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531,459,1095,72.6,118,22.19,25.7,207,38.89,134,25.19,16,3,73,13.69,29,5.4,72,13.5,413,77.7,30,1071,797,795,884,76.6,528,66.2,66.4,76,9.5,191,23.89,2,0.2,350,43.89,176,22,2,0.2,269,33.7,2,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797,795,952,77.9,528,66.2,66.4,76,9.5,191,23.89,2,0.2,350,43.89,176,22,2,0.2,269,33.7,2,429,1047,950,1101,68.4,539,51.39,56.7,91,8.59,320,30.5,48,4.5,356,34,135,12.8,97,9.19,508,48.5,40,664
"2012-13","Educational Service District 112","06","Clark","06037","Vancouver School District","11",182,182,31,17,31,17,17,89,48.89,62,34,2,1,26,14.19,3,1.6,0,0,151,82.9,0,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182,182,31,17,31,17,17,89,48.89,62,34,2,1,26,14.19,3,1.6,0,0,151,82.9,0,630,148,148,48,32.39,48,32.39,32.4,44,29.69,56,37.79,0,0,44,29.69,4,2.7,0,0,100,67.5,0,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,148,48,32.39,48,32.39,32.4,44,29.69,56,37.79,0,0,44,29.69,4,2.7,0,0,100,67.5,0,619,37,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 112","06","Clark","06037","Vancouver School District","12",53,53,6,11.3,6,11.3,11.3,25,47.1,22,41.5,0,0,6,11.3,0,0,0,0,47,88.59,0,658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,53,6,11.3,6,11.3,11.3,25,47.1,22,41.5,0,0,6,11.3,0,0,0,0,47,88.59,0,736,19,19,3,15.69,3,15.69,15.8,8,42.1,8,42.1,0,0,2,10.5,1,5.2,0,0,16,84.2,0,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,19,3,15.69,3,15.69,15.8,8,42.1,8,42.1,0,0,2,10.5,1,5.2,0,0,16,84.2,0,496,8,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 112","06","Clark","06037","Vancouver School District","All",2241,2169,1224,54.6,1224,54.6,56.4,461,20.5,484,21.5,23,1,680,30.3,521,23.19,72,3.2,1017,45.29,30,2114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2241,2169,1224,54.6,1224,54.6,56.4,461,20.5,484,21.5,23,1,680,30.3,521,23.19,72,3.2,1017,45.29,30,2927,1385,1383,985,71.09,985,71.09,71.2,129,9.3,269,19.39,2,0.1,522,37.6,461,33.2,2,0.1,400,28.8,2,819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1385,1383,985,71.09,985,71.09,71.2,129,9.3,269,19.39,2,0.1,522,37.6,461,33.2,2,0.1,400,28.8,2,1625,1644,1547,1035,62.89,1035,62.89,66.9,104,6.29,408,24.8,49,2.89,559,34,427,25.89,97,5.9,609,37,49,1507
"2012-13","Educational Service District 112","06","Clark","06098","Hockinson School District","7&Lower",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 112","06","Clark","06098","Hockinson School District","8",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 112","06","Clark","06098","Hockinson School District","9",133,133,93,69.9,93,69.9,69.9,20,15,20,15,0,0,64,48.1,29,21.8,0,0,40,30,0,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,133,93,69.9,93,69.9,69.9,20,15,20,15,0,0,64,48.1,29,21.8,0,0,40,30,0,45,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 112","06","Clark","06098","Hockinson School District","10",29,22,145,85.7,5,17.19,22.7,10,34.39,7,24.1,0,0,3,10.3,2,6.79,7,24.1,24,82.7,1,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,22,148,86,5,17.19,22.7,10,34.39,7,24.1,0,0,3,10.3,2,6.79,7,24.1,24,82.7,1,144,117,117,134,86.4,96,82,82.1,3,2.5,18,15.3,0,0,47,40.1,49,41.79,0,0,21,17.89,0,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,117,134,86.4,96,82,82.1,3,2.5,18,15.3,0,0,47,40.1,49,41.79,0,0,21,17.89,0,38,172,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 112","06","Clark","06098","Hockinson School District","11",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 112","06","Clark","06098","Hockinson School District","12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 112","06","Clark","06098","Hockinson School District","All",197,190,128,64.9,128,64.9,67.4,33,16.69,29,14.69,0,0,71,36,57,28.89,7,3.5,69,35,1,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,190,128,64.9,128,64.9,67.4,33,16.69,29,14.69,0,0,71,36,57,28.89,7,3.5,69,35,1,357,166,166,141,84.9,141,84.9,84.9,4,2.39,21,12.59,0,0,55,33.1,86,51.79,0,0,25,15,0,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,166,141,84.9,141,84.9,84.9,4,2.39,21,12.59,0,0,55,33.1,86,51.79,0,0,25,15,0,209,173,163,139,80.29,139,80.29,85.3,6,3.39,18,10.4,0,0,62,35.79,77,44.5,10,5.7,34,19.6,1,119
"2012-13","Educational Service District 112","06","Clark","06101","La Center School District","7&Lower",,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 112","06","Clark","06101","La Center School District","8",,,,,,,,,,,,,,,,,,,,,,,,54,54,47,87,47,87,87,0,0,7,12.9,0,0,24,44.39,23,42.5,0,0,7,12.9,0,1,,,,,,,,,,,,,,,,,,,,,,,,54,54,47,87,47,87,87,0,0,7,12.9,0,0,24,44.39,23,42.5,0,0,7,12.9,0,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 112","06","Clark","06101","La Center School District","9",4,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,85,46,54.1,46,54.1,54.1,5,5.79,34,40,0,0,37,43.5,9,10.5,0,0,39,45.79,0,36,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 112","06","Clark","06101","La Center School District","10",16,15,18,64.2,6,37.5,40,2,12.5,7,43.7,0,0,5,31.19,1,6.2,1,6.2,10,62.5,0,15,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,28,97,80.1,8,37.5,40,5,15.59,15,46.79,0,0,7,31.19,1,6.2,4,12.5,24,75,1,92,,,,,,,,,,,,,,,,,,,,,,,,47,47,73,83.9,33,70.2,70.2,4,8.5,10,21.19,0,0,27,57.39,6,12.69,0,0,14,29.69,0,40,,,,,,,,,,,,,,,,,,,,,,,,47,47,73,83.9,33,70.2,70.2,4,8.5,10,21.19,0,0,27,57.39,6,12.69,0,0,14,29.69,0,40,83,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 112","06","Clark","06101","La Center School District","11",10,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 112","06","Clark","06101","La Center School District","12",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 112","06","Clark","06101","La Center School District","All",31,30,13,41.89,13,41.89,43.3,6,19.3,11,35.39,0,0,11,35.39,2,6.4,1,3.2,18,58,0,92,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185,181,107,57.79,107,57.79,59.1,15,19.3,59,35.39,0,0,74,40,33,17.8,4,3.2,78,58,1,266,,,,,,,,,,,,,,,,,,,,,,,,84,84,69,82.09,69,82.09,82.1,4,4.7,11,13,0,0,44,52.29,25,29.69,0,0,15,17.8,0,95,,,,,,,,,,,,,,,,,,,,,,,,84,84,69,82.09,69,82.09,82.1,4,4.7,11,13,0,0,44,52.29,25,29.69,0,0,15,17.8,0,97,88,81,63,71.5,63,71.5,77.8,0,0,18,20.39,0,0,38,43.1,25,28.39,7,7.9,25,28.39,1,120
"2012-13","Educational Service District 112","06","Clark","06103","Green Mountain School District","7&Lower",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 112","06","Clark","06103","Green Mountain School District","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 112","06","Clark","06103","Green Mountain School District","All",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 112",,,"06112","Washougal School District","7&Lower",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 112",,,"06112","Washougal School District","8",79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 112",,,"06112","Washougal School District","9",128,128,48,37.5,48,37.5,37.5,31,24.19,49,38.2,0,0,41,32,7,5.4,0,0,80,62.5,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,128,48,37.5,48,37.5,37.5,31,24.19,49,38.2,0,0,41,32,7,5.4,0,0,80,62.5,0,69,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,155,155,102,65.79,102,65.79,65.8,8,5.09,45,29,0,0,59,38,43,27.69,0,0,53,34.1,5,0
"2012-13","Educational Service District 112",,,"06112","Washougal School District","10",57,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,50,151,77.4,15,25.39,30,22,37.2,13,22,0,0,11,18.6,4,6.7,9,15.19,44,74.5,4,140,107,107,82,75.2,80,74.7,74.8,6,5.59,21,19.6,0,0,45,42,35,32.7,0,0,27,25.19,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,107,136,83.4,80,74.7,74.8,6,5.59,21,19.6,0,0,45,42,35,32.7,0,0,27,25.19,3,56,104,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 112",,,"06112","Washougal School District","11",35,35,9,25.69,9,25.69,25.7,10,28.5,16,45.7,0,0,8,22.8,1,2.79,0,0,26,74.2,0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,35,9,25.69,9,25.69,25.7,10,28.5,16,45.7,0,0,8,22.8,1,2.79,0,0,26,74.2,0,79,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 112",,,"06112","Washougal School District","12",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 112",,,"06112","Washougal School District","All",306,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,299,154,50,154,50,51.5,64,20.69,81,26.19,0,0,85,27.5,69,22.39,9,2.89,154,50,4,396,187,187,153,81.79,153,81.79,81.8,8,4.2,26,13.9,0,0,70,37.39,83,44.29,0,0,34,18.1,3,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,187,153,81.79,153,81.79,81.8,8,4.2,26,13.9,0,0,70,37.39,83,44.29,0,0,34,18.1,3,236,261,249,163,62.39,163,62.39,65.5,10,3.79,76,29.1,0,0,88,33.7,75,28.69,12,4.5,98,37.5,29,253
"2012-13","Educational Service District 112","06","Clark","06114","Evergreen School District (Clark)","7&Lower",,,,,,,,,,,,,,,,,,,,,,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 112","06","Clark","06114","Evergreen School District (Clark)","8",3,,,,,,,,,,,,,,,,,,,,,,,552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 112","06","Clark","06114","Evergreen School District (Clark)","9",3,,,,,,,,,,,,,,,,,,,,,,,1216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1219,1219,640,52.5,640,52.5,52.5,243,19.89,336,27.5,43,3.5,453,37.1,144,11.8,0,0,579,47.39,0,738,1,,,,,,,,,,,,,,,,,,,,,,,633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634,,,,,,,,,,,,,,,,,,,,,,,630,630,584,92.59,584,92.59,92.7,6,0.9,40,6.29,1,0.1,218,34.6,365,57.89,0,0,46,7.29,0,2
"2012-13","Educational Service District 112","06","Clark","06114","Evergreen School District (Clark)","10",23,,,,,,,,,,,,,,,,,,,,,,,529,509,1246,77,157,29.6,30.8,199,37.6,153,28.89,29,5.4,112,21.1,16,3,20,3.7,372,70.29,35,1096,,,,,,,,,,,,,,,,,,,,,,,,552,528,1445,78.8,164,29.69,31.1,205,37.6,159,28.89,30,5.4,117,21.1,17,3,24,4.29,388,70.29,41,1329,4,,,,,,,,,,,,,,,,,,,,,,,1072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1076,1066,1270,73.9,629,58.39,59,145,13.4,292,27.1,34,3.1,456,42.29,139,12.9,10,0.9,447,41.5,3,644,1427,1380,1371,72.2,900,63,65.2,121,8.4,359,25.1,67,4.59,515,36,318,22.19,47,3.2,527,36.89,51,537
"2012-13","Educational Service District 112","06","Clark","06114","Evergreen School District (Clark)","11",54,54,11,20.3,11,20.3,20.4,28,51.79,15,27.69,1,1.8,9,16.6,1,1.8,0,0,43,79.59,0,206,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287,287,81,28.19,81,28.19,28.2,108,51.79,98,34.1,4,1.8,74,25.69,3,1.8,0,0,206,79.59,0,770,4,,,,,,,,,,,,,,,,,,,,,,,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,220,52,23.6,52,23.6,23.6,74,33.6,94,42.7,1,0.4,50,22.69,1,0.4,0,0,168,76.29,0,630,13,,,,,,,,,,,,,,,,,,,,,,
