"SchoolYear","ESD","CountyNumber","County","CountyDistrictNumber","District","GradeTested","ReadingTotalTestedNotTested","ReadingTotalMSP_HSPETested","ReadingMetStandardIncludingPrevPass","ReadingPercentMetStandardIncludingPrevPass","ReadingMetStandardWithoutPrevPass","ReadingPercentMetStandardWithoutPrevPass","ReadingPercentMetStandardExcludingNoScore","ReadingLevel1","ReadingPercentLevel1","ReadingLevel2","ReadingPercentLevel2","ReadingLevelBasic","ReadingPercentLevelBasic","ReadingLevel3","ReadingPercentLevel3","ReadingLevel4","ReadingPercentLevel4","ReadingNoScore","ReadingPercentNoScore","ReadingNotMet","ReadingPercentNotMet","ReadingExcusedAbsence","ReadingExempted","ReadingWAASPORT","ReadingWAASDAPE","MathTotalTestedNotTested","MathTotalMSP_HSPETested","MathMetStandardIncludingPrevPass","MathPercentMetStandardIncludingPrevPass","MathMetStandardWithoutPrevPass","MathPercentMetStandardWithoutPrevPass","MathPercentMetStandardExcludingNoScore","MathLevel1","MathPercentLevel1","MathLevel2","MathPercentLevel2","MathLevelBasic","MathPercentLevelBasic","MathLevel3","MathPercentLevel3","MathLevel4","MathPercentLevel4","MathNoScore","MathPercentNoScore","MathNotMet","MathPercentNotMet","MathExcusedAbsence","MathExempted","MathWAASPORT","MathWAASDAPE","WritingTotalTestedNotTested","WritingTotalMSP_HSPETested","WritingMetStandardIncludingPrevPass","WritingPercentMetStandardIncludingPrevPass","WritingMetStandardWithoutPrevPass","WritingPercentMetStandardWithoutPrevPass","WritingPercentMetStandardExcludingNoScore","WritingLevel1","WritingPercentLevel1","WritingLevel2","WritingPercentLevel2","WritingLevelBasic","WritingPercentLevelBasic","WritingLevel3","WritingPercentLevel3","WritingLevel4","WritingPercentLevel4","WritingNoScore","WritingPercentNoScore","WritingNotMet","WritingPercentNotMet","WritingExcusedAbsence","WritingExempted","WritingWAASPORT","WritingWAASDAPE","ScienceTotalTestedNotTested","ScienceTotalMSP_HSPETested","ScienceMetStandardIncludingPrevPass","SciencePercentMetStandardIncludingPrevPass","ScienceMetStandardWithoutPrevPass","SciencePercentMetStandardWithoutPrevPass","SciencePercentMetStandardExcludingNoScore","ScienceLevel1","SciencePercentLevel1","ScienceLevel2","SciencePercentLevel2","ScienceLevelBasic","SciencePercentLevelBasic","ScienceLevel3","SciencePercentLevel3","ScienceLevel4","SciencePercentLevel4","ScienceNoScore","SciencePercentNoScore","ScienceNotMet","SciencePercentNotMet","ScienceExcusedAbsence","ScienceExempted","ScienceWAASPORT","ScienceWAASDAPE","ReadingLevelIndex","MathLevelIndex"
"2012-13","Olympic Educational Service District 114","23","Mason","23403","North Mason School District",6,141,139,93,65.9,93,65.9,66.9,26,18.39,20,14.09,1,0.7,70,49.6,22,15.59,2,1.39,48,34,0,0,1,,140,138,43,30.69,43,30.69,31.2,55,39.2,40,28.5,0,0,31,22.1,12,8.5,2,1.39,97,69.2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.58,1.97
"2012-13","Olympic Educational Service District 114","23","Mason","23403","North Mason School District",7,147,146,85,57.79,85,57.79,58.2,18,12.19,43,29.19,4,2.7,44,29.89,37,25.1,1,0.6,62,42.1,0,0,,,147,146,72,48.89,72,48.89,49.3,52,35.29,22,14.9,0,0,37,25.1,35,23.8,1,0.6,75,51,0,0,,,145,139,74,51,74,51,53.2,22,15.09,43,29.6,2,1.3,55,37.89,17,11.69,6,4.09,71,48.89,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.61,2.36
"2012-13","Olympic Educational Service District 114","23","Mason","23403","North Mason School District",8,165,162,90,54.5,90,54.5,55.6,29,17.5,43,26,4,2.39,38,23,48,29,3,1.8,75,45.39,0,0,1,,164,162,60,36.5,60,36.5,37,66,40.2,36,21.89,1,0.6,48,29.19,11,6.7,2,1.19,104,63.39,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,164,161,90,54.79,90,54.79,55.9,16,9.69,55,33.5,4,2.39,57,34.7,29,17.6,3,1.8,74,45.1,0,1,1,"NA",2.55,1.98
"2012-13","Olympic Educational Service District 114","23","Mason","23403","North Mason School District",10,186,186,153,81.8,152,81.7,81.7,17,9.09,17,9.09,4,2.1,60,32.2,88,47.29,0,0,34,18.19,17,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,175,149,82.7,148,82.59,84.6,11,6.09,16,8.9,5,2.7,86,48,57,31.8,4,2.2,31,17.3,24,11,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",3.13,
"2012-13","Educational Service District 113","23","Mason","23404","Hood Canal School District",3,23,22,11,47.79,11,47.79,50,6,26,5,21.69,0,0,4,17.3,7,30.39,1,4.29,12,52.1,0,1,,,23,23,9,39.1,9,39.1,39.1,6,26,8,34.7,0,0,6,26,3,13,0,0,14,60.79,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.43,2.25
"2012-13","Educational Service District 113","23","Mason","23404","Hood Canal School District",4,36,36,21,58.29,21,58.29,58.3,8,22.19,7,19.39,1,2.7,15,41.6,5,13.8,0,0,15,41.6,0,0,1,,36,36,7,19.39,7,19.39,19.4,22,61.1,7,19.39,0,0,7,19.39,0,0,0,0,29,80.5,0,0,1,,36,33,15,41.6,15,41.6,45.5,9,25,9,25,0,0,14,38.79,1,2.7,3,8.3,21,58.29,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.41,1.58
"2012-13","Educational Service District 113","23","Mason","23404","Hood Canal School District",5,30,30,19,63.29,19,63.29,63.3,2,6.59,9,30,1,3.29,4,13.3,14,46.6,0,0,11,36.6,0,0,,,30,30,9,30,9,30,30,9,30,12,40,0,0,8,26.6,1,3.29,0,0,21,70,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,30,13,43.29,13,43.29,43.3,13,43.29,4,13.3,0,0,11,36.6,2,6.59,0,0,17,56.6,0,0,,"NA",2.93,2.03
"2012-13","Educational Service District 113","23","Mason","23404","Hood Canal School District",6,28,28,17,60.7,17,60.7,60.7,5,17.8,6,21.39,0,0,16,57.1,1,3.5,0,0,11,39.2,0,0,1,,28,28,7,25,7,25,25,15,53.5,6,21.39,0,0,7,25,0,0,0,0,21,75,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.46,1.71
"2012-13","Educational Service District 113","23","Mason","23404","Hood Canal School District",7,26,25,18,69.2,18,69.2,72,0,0,7,26.89,0,0,10,38.39,8,30.69,1,3.79,8,30.69,0,1,,,27,26,15,55.5,15,55.5,57.7,6,22.19,5,18.5,0,0,9,33.29,6,22.19,1,3.7,12,44.39,0,0,,,26,25,20,76.9,20,76.9,80,1,3.79,4,15.3,1,3.79,17,65.29,2,7.59,1,3.79,6,23,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.92,2.48
"2012-13","Educational Service District 113","23","Mason","23404","Hood Canal School District",8,34,34,13,38.2,13,38.2,38.2,12,35.2,9,26.39,1,2.89,6,17.6,6,17.6,0,0,21,61.7,0,1,1,,34,34,5,14.69,5,14.69,14.7,22,64.7,7,20.5,0,0,4,11.69,1,2.89,0,0,29,85.2,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,34,34,16,47,16,47,47.1,5,14.69,13,38.2,2,5.79,12,35.2,2,5.79,0,0,18,52.89,0,1,1,"NA",2.11,1.52
"2012-13","North Central Educational Service District 171","24","Okanogan","24014","Nespelem School District",3,14,14,11,78.5,11,78.5,78.6,2,14.19,1,7.09,0,0,3,21.39,8,57.1,0,0,3,21.39,0,0,,,14,14,8,57.1,8,57.1,57.1,3,21.39,3,21.39,0,0,4,28.5,4,28.5,0,0,6,42.79,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",3.21,2.64
"2012-13","North Central Educational Service District 171","24","Okanogan","24014","Nespelem School District",4,17,17,8,47,8,47,47.1,3,17.6,6,35.2,2,11.69,6,35.2,0,0,0,0,9,52.89,0,0,,,17,17,4,23.5,4,23.5,23.5,12,70.5,1,5.79,0,0,4,23.5,0,0,0,0,13,76.4,0,0,,,17,14,1,5.79,1,5.79,7.1,12,70.5,1,5.79,0,0,1,5.79,0,0,3,17.6,16,94.09,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",1.94,1.53
"2012-13","North Central Educational Service District 171","24","Okanogan","24014","Nespelem School District",5,18,18,9,50,9,50,50,2,11.09,7,38.79,0,0,8,44.39,1,5.5,0,0,9,50,0,0,,,18,18,4,22.19,4,22.19,22.2,3,16.6,11,61.1,0,0,4,22.19,0,0,0,0,14,77.7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,18,6,33.29,6,33.29,33.3,9,50,3,16.6,0,0,5,27.69,1,5.5,0,0,12,66.59,0,0,,"NA",2.44,2.05
"2012-13","North Central Educational Service District 171","24","Okanogan","24014","Nespelem School District",6,10,10,8,80,8,80,80,1,10,1,10,1,10,7,70,0,0,0,0,2,20,0,0,1,,10,10,1,10,1,10,10,5,50,4,40,0,0,1,10,0,0,0,0,9,90,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.4,1.6
"2012-13","North Central Educational Service District 171","24","Okanogan","24014","Nespelem School District",7,8,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",,
"2012-13","North Central Educational Service District 171","24","Okanogan","24014","Nespelem School District",8,7,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,"NA",,
"2012-13","North Central Educational Service District 171","24","Okanogan","24019","Omak School District",3,99,99,52,52.5,52,52.5,52.5,26,26.19,21,21.19,0,0,27,27.19,25,25.19,0,0,47,47.39,0,0,,,99,99,35,35.29,35,35.29,35.4,35,35.29,29,29.19,0,0,30,30.3,5,5,0,0,64,64.59,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.51,2.05
"2012-13","North Central Educational Service District 171","24","Okanogan","24019","Omak School District",4,89,88,34,38.2,34,38.2,38.6,11,12.3,43,48.29,0,0,30,33.7,4,4.4,1,1.1,55,61.7,0,3,1,,88,87,24,27.19,24,27.19,27.6,43,48.79,20,22.69,0,0,16,18.1,8,9,1,1.1,64,72.7,0,4,1,,88,83,33,37.5,33,37.5,39.8,21,23.8,29,32.89,0,0,29,32.89,4,4.5,5,5.59,55,62.5,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.28,1.84
"2012-13","North Central Educational Service District 171","24","Okanogan","24019","Omak School District",5,102,101,64,62.7,64,62.7,63.4,8,7.79,29,28.39,0,0,29,28.39,35,34.29,1,0.9,38,37.2,0,2,1,,102,101,53,51.89,53,51.89,52.5,24,23.5,24,23.5,0,0,29,28.39,24,23.5,1,0.9,49,48,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,102,101,69,67.59,69,67.59,68.3,10,9.8,22,21.5,0,0,34,33.29,35,34.29,1,0.9,33,32.29,0,2,1,"NA",2.87,2.5
"2012-13","North Central Educational Service District 171","24","Okanogan","24019","Omak School District",6,111,109,58,52.2,58,52.2,53.2,19,17.1,32,28.8,0,0,42,37.79,16,14.4,2,1.8,53,47.7,0,1,,,112,110,39,34.79,39,34.79,35.5,37,33,34,30.3,0,0,28,25,11,9.8,2,1.7,73,65.09,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.46,2.08
"2012-13","North Central Educational Service District 171","24","Okanogan","24019","Omak School District",7,111,107,75,67.5,75,67.5,70.1,12,10.8,20,18,3,2.7,30,27,42,37.79,4,3.6,36,32.39,1,0,,,110,106,45,40.89,45,40.89,42.5,43,39,18,16.3,0,0,25,22.69,20,18.1,4,3.6,65,59,2,0,,,111,102,78,70.2,78,70.2,76.5,12,10.8,12,10.8,3,2.7,46,41.39,29,26.1,9,8.09,33,29.69,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.79,2.12
"2012-13","North Central Educational Service District 171","24","Okanogan","24019","Omak School District",8,104,101,66,63.39,66,63.39,65.3,16,15.3,19,18.19,1,0.9,27,25.89,38,36.5,3,2.79,38,36.5,0,5,,,104,101,32,30.69,32,30.69,31.7,46,44.2,23,22.1,0,0,27,25.89,5,4.79,3,2.79,72,69.2,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,102,44,42.29,44,42.29,43.1,18,17.3,40,38.39,0,0,34,32.6,10,9.59,2,1.89,60,57.6,0,5,,"NA",2.75,1.85
"2012-13","North Central Educational Service District 171","24","Okanogan","24019","Omak School District",10,97,91,73,75.2,73,75.2,80.2,10,10.3,8,8.19,3,3,23,23.69,47,48.39,6,6.09,24,24.69,1,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,97,84,77,79.3,77,79.29,91.7,3,3,4,4.09,7,7.2,38,39.1,32,32.89,13,13.4,20,20.6,1,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.91,
"2012-13","North Central Educational Service District 171","24","Okanogan","24105","Okanogan School District",3,77,76,59,76.59,59,76.59,77.6,10,12.9,7,9,1,1.19,32,41.5,26,33.7,1,1.19,18,23.3,0,1,1,,77,76,38,49.29,38,49.29,50,20,25.89,18,23.3,0,0,30,38.89,8,10.3,1,1.19,39,50.6,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.9,2.3
"2012-13","North Central Educational Service District 171","24","Okanogan","24105","Okanogan School District",4,66,66,50,75.7,50,75.7,75.8,3,4.5,13,19.6,3,4.5,32,48.39,15,22.69,0,0,16,24.19,0,1,,,66,66,16,24.19,16,24.19,24.2,21,31.8,29,43.89,0,0,15,22.69,1,1.5,0,0,50,75.7,0,1,,,66,65,35,53,35,53,53.8,11,16.6,19,28.69,2,3,28,42.39,5,7.5,1,1.5,31,46.89,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.8,1.94
"2012-13","North Central Educational Service District 171","24","Okanogan","24105","Okanogan School District",5,93,93,63,67.7,63,67.7,67.7,10,10.69,20,21.5,3,3.2,28,30.1,32,34.39,0,0,30,32.2,0,1,3,,93,93,37,39.7,37,39.7,39.8,34,36.5,22,23.6,1,1,31,33.29,5,5.29,0,0,56,60.2,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,93,93,63,67.7,63,67.7,67.7,19,20.39,11,11.8,0,0,45,48.29,18,19.3,0,0,30,32.2,0,1,3,"NA",2.82,2.05
"2012-13","North Central Educational Service District 171","24","Okanogan","24105","Okanogan School District",6,76,73,43,56.5,43,56.5,58.9,9,11.8,21,27.6,0,0,29,38.1,14,18.39,3,3.89,33,43.39,0,2,,,76,73,35,46,35,46,47.9,17,22.3,21,27.6,0,0,28,36.79,7,9.19,3,3.89,41,53.89,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.55,2.25
"2012-13","North Central Educational Service District 171","24","Okanogan","24105","Okanogan School District",7,84,80,46,54.7,46,54.7,57.5,7,8.3,27,32.1,0,0,16,19,30,35.7,4,4.7,38,45.2,0,0,,,84,80,44,52.29,44,52.29,55,12,14.19,24,28.5,0,0,25,29.69,19,22.6,4,4.7,40,47.6,0,0,,,84,80,54,64.2,54,64.2,67.5,11,13,15,17.8,1,1.1,42,50,11,13,4,4.7,30,35.7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.72,2.51
"2012-13","North Central Educational Service District 171","24","Okanogan","24105","Okanogan School District",8,86,82,42,48.79,42,48.79,51.2,15,17.39,25,29,0,0,20,23.19,22,25.5,4,4.59,44,51.1,0,1,1,,86,81,28,32.5,28,32.5,34.6,27,31.3,26,30.19,0,0,19,22,9,10.4,5,5.79,58,67.4,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,86,81,39,45.29,39,45.29,48.1,8,9.3,34,39.5,1,1.1,23,26.69,15,17.39,5,5.79,47,54.6,0,1,1,"NA",2.47,1.99
"2012-13","North Central Educational Service District 171","24","Okanogan","24105","Okanogan School District",10,65,62,57,87.6,57,87.59,91.9,2,3,3,4.59,2,3,25,38.39,30,46.1,3,4.59,8,12.3,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,60,53,81.5,51,80.9,85,0,0,9,14.19,2,3.1,22,34.89,27,42.79,3,4.7,12,19,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",3.12,
"2012-13","North Central Educational Service District 171","24","Okanogan","24111","Brewster School District",3,71,71,33,46.39,33,46.39,46.5,17,23.89,21,29.5,0,0,25,35.2,8,11.19,0,0,38,53.5,0,0,2,,71,71,31,43.6,31,43.6,43.7,13,18.3,27,38,0,0,26,36.6,5,7,0,0,40,56.29,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.33,2.32
"2012-13","North Central Educational Service District 171","24","Okanogan","24111","Brewster School District",4,58,58,19,32.7,19,32.7,32.8,6,10.3,33,56.79,0,0,15,25.8,4,6.79,0,0,39,67.2,0,0,,,58,58,26,44.79,26,44.79,44.8,18,31,14,24.1,0,0,19,32.7,7,12,0,0,32,55.1,0,0,,,58,58,26,44.79,26,44.79,44.8,10,17.19,22,37.89,0,0,21,36.2,5,8.59,0,0,32,55.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.28,2.25
"2012-13","North Central Educational Service District 171","24","Okanogan","24111","Brewster School District",5,75,75,45,60,45,60,60,9,12,21,28,0,0,35,46.6,10,13.3,0,0,30,40,0,1,,,76,76,29,38.1,29,38.1,38.2,20,26.3,27,35.5,0,0,23,30.19,6,7.79,0,0,47,61.79,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,75,28,37.29,28,37.29,37.3,21,28,26,34.6,0,0,25,33.29,3,4,0,0,47,62.6,0,1,,"NA",2.61,2.19
"2012-13","North Central Educational Service District 171","24","Okanogan","24111","Brewster School District",6,71,71,24,33.79,24,33.79,33.8,16,22.5,31,43.6,0,0,19,26.69,5,7,0,0,47,66.09,0,0,,,70,70,24,34.2,24,34.2,34.3,31,44.2,15,21.39,0,0,22,31.39,2,2.79,0,0,46,65.7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.18,1.92
"2012-13","North Central Educational Service District 171","24","Okanogan","24111","Brewster School District",7,63,63,21,33.29,21,33.29,33.3,16,25.3,26,41.2,0,0,11,17.39,10,15.8,0,0,42,66.59,4,2,1,,66,66,22,33.29,22,33.29,33.3,33,50,11,16.6,0,0,16,24.19,6,9,0,0,44,66.59,1,2,1,,66,61,24,36.29,24,36.29,39.3,18,27.19,19,28.69,0,0,20,30.3,4,6,5,7.5,42,63.6,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.23,1.92
"2012-13","North Central Educational Service District 171","24","Okanogan","24111","Brewster School District",8,58,58,21,36.2,21,36.2,36.2,21,36.2,16,27.5,0,0,12,20.6,9,15.5,0,0,37,63.7,0,1,,,58,58,12,20.6,12,20.6,20.7,33,56.79,13,22.39,0,0,10,17.19,2,3.39,0,0,46,79.29,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,58,12,20.6,12,20.6,20.7,18,31,28,48.2,0,0,12,20.6,0,0,0,0,46,79.29,0,1,,"NA",2.15,1.67
"2012-13","North Central Educational Service District 171","24","Okanogan","24111","Brewster School District",10,71,69,52,73.2,52,73.2,75.4,9,12.59,8,11.19,0,0,30,42.2,22,30.89,2,2.79,19,26.69,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,64,48,67.6,48,67.59,75,4,5.59,12,16.89,0,0,34,47.79,14,19.69,7,9.8,23,32.29,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.85,
"2012-13","North Central Educational Service District 171","24","Okanogan","24122","Pateros School District",3,21,21,17,80.9,17,80.9,81,2,9.5,2,9.5,0,0,10,47.6,7,33.29,0,0,4,19,0,0,,,21,21,5,23.8,5,23.8,23.8,7,33.29,9,42.79,0,0,5,23.8,0,0,0,0,16,76.09,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",3.04,1.9
"2012-13","North Central Educational Service District 171","24","Okanogan","24122","Pateros School District",4,22,22,18,81.79,18,81.79,81.8,1,4.5,3,13.59,0,0,15,68.09,3,13.59,0,0,4,18.1,0,0,,,22,22,15,68.09,15,68.09,68.2,3,13.59,4,18.1,0,0,10,45.39,5,22.69,0,0,7,31.8,0,0,,,22,22,18,81.79,18,81.79,81.8,1,4.5,3,13.59,0,0,14,63.6,4,18.1,0,0,4,18.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.9,2.77
"2012-13","North Central Educational Service District 171","24","Okanogan","24122","Pateros School District",5,19,19,13,68.4,13,68.4,68.4,2,10.5,4,21,0,0,5,26.3,8,42.1,0,0,6,31.5,0,0,,,19,19,8,42.1,8,42.1,42.1,3,15.69,8,42.1,0,0,2,10.5,6,31.5,0,0,11,57.79,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,19,10,52.6,10,52.6,52.6,3,15.69,6,31.5,0,0,6,31.5,4,21,0,0,9,47.29,0,0,,"NA",3,2.57
"2012-13","North Central Educational Service District 171","24","Okanogan","24122","Pateros School District",6,23,23,18,78.2,18,78.2,78.3,1,4.29,4,17.3,0,0,10,43.39,8,34.7,0,0,5,21.69,0,0,,,23,23,17,73.9,17,73.9,73.9,0,0,6,26,0,0,9,39.1,8,34.7,0,0,6,26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",3.08,3.08
"2012-13","North Central Educational Service District 171","24","Okanogan","24122","Pateros School District",7,18,18,12,66.59,12,66.59,66.7,1,5.5,5,27.69,0,0,4,22.19,8,44.39,0,0,6,33.29,0,0,,,18,18,14,77.7,14,77.7,77.8,3,16.6,1,5.5,0,0,7,38.79,7,38.79,0,0,4,22.19,0,0,,,18,17,9,50,9,50,52.9,0,0,8,44.39,0,0,8,44.39,1,5.5,1,5.5,9,50,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",3.05,2.99
"2012-13","North Central Educational Service District 171","24","Okanogan","24122","Pateros School District",8,24,22,8,33.29,8,33.29,36.4,11,45.79,3,12.5,0,0,3,12.5,5,20.8,2,8.3,16,66.59,0,0,,,24,23,9,37.5,9,37.5,39.1,8,33.29,6,25,0,0,4,16.6,5,20.8,1,4.09,15,62.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,23,9,37.5,9,37.5,39.1,3,12.5,11,45.79,0,0,6,25,3,12.5,1,4.09,15,62.5,0,0,,"NA",1.91,2.16
"2012-13","North Central Educational Service District 171","24","Okanogan","24122","Pateros School District",10,30,29,25,83.3,25,83.29,86.2,2,6.59,2,6.59,0,0,10,33.29,15,50,1,3.29,5,16.6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,29,26,86.6,26,86.59,89.7,1,3.29,2,6.59,0,0,22,73.29,4,13.3,1,3.29,4,13.3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",3.2,
"2012-13","North Central Educational Service District 171","24","Okanogan","24350","Methow Valley School District",3,46,44,28,60.79,28,60.79,63.6,8,17.3,8,17.3,0,0,11,23.89,17,36.89,2,4.29,18,39.1,0,0,,,46,44,30,65.2,30,65.2,68.2,4,8.59,10,21.69,2,4.29,20,43.39,8,17.3,2,4.29,16,34.7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.71,2.51
"2012-13","North Central Educational Service District 171","24","Okanogan","24350","Methow Valley School District",4,47,44,33,70.2,33,70.2,75,3,6.29,8,17,0,0,21,44.6,12,25.5,3,6.29,14,29.69,0,0,,,47,45,27,57.39,27,57.39,60,11,23.39,7,14.8,1,2.1,12,25.5,14,29.69,2,4.2,20,42.5,0,0,,,47,44,28,59.5,28,59.5,63.6,4,8.5,12,25.5,0,0,13,27.6,15,31.89,3,6.29,19,40.39,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.76,2.48
"2012-13","North Central Educational Service District 171","24","Okanogan","24350","Methow Valley School District",5,33,31,21,63.6,21,63.6,67.7,1,3,9,27.19,1,3,11,33.29,9,27.19,2,6,12,36.29,0,0,,,33,30,24,72.7,24,72.7,80,2,6,4,12.09,1,3,13,39.29,10,30.3,3,9,9,27.19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,29,21,63.6,21,63.6,72.4,2,6,6,18.1,0,0,11,33.29,10,30.3,4,12.09,12,36.29,0,0,,"NA",2.66,2.69
"2012-13","North Central Educational Service District 171","24","Okanogan","24350","Methow Valley School District",6,42,42,36,85.7,36,85.7,85.7,1,2.29,5,11.9,2,4.7,14,33.29,20,47.6,0,0,6,14.19,0,0,,,42,42,36,85.7,36,85.7,85.7,3,7.09,3,7.09,1,2.29,13,30.89,22,52.29,0,0,6,14.19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",3.16,3.23
"2012-13","North Central Educational Service District 171","24","Okanogan","24350","Methow Valley School District",7,38,35,27,71,27,71,77.1,2,5.2,6,15.69,1,2.6,9,23.6,17,44.7,3,7.79,11,28.89,0,0,,,38,35,26,68.4,26,68.4,74.3,4,10.5,5,13.09,1,2.6,12,31.5,13,34.2,3,7.79,12,31.5,0,0,,,38,35,30,78.9,30,78.9,85.7,2,5.2,3,7.79,2,5.2,20,52.6,8,21,3,7.79,8,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.86,2.68
"2012-13","North Central Educational Service District 171","24","Okanogan","24350","Methow Valley School District",8,55,51,36,65.4,36,65.4,70.6,5,9,10,18.1,1,1.8,10,18.1,25,45.39,4,7.2,19,34.5,0,0,,,55,52,37,67.2,37,67.2,71.2,5,9,10,18.1,0,0,10,18.1,27,49,3,5.4,18,32.7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,52,39,70.9,39,70.9,75,2,3.6,11,20,2,3.6,24,43.6,13,23.6,3,5.4,16,29,0,0,,"NA",2.81,2.96
"2012-13","North Central Educational Service District 171","24","Okanogan","24350","Methow Valley School District",10,55,49,43,76.7,42,76.29,85.7,2,3.6,5,9,0,0,13,23.6,29,52.7,6,10.9,13,23.6,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,47,42,80.7,41,80.29,87.2,1,1.89,5,9.8,1,1.89,16,31.3,24,47,4,7.79,10,19.6,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",3.03,
"2012-13","North Central Educational Service District 171","24","Okanogan","24404","Tonasket School District",3,88,85,56,63.6,56,63.6,65.9,16,18.1,13,14.69,0,0,20,22.69,36,40.89,3,3.39,32,36.29,0,0,,,88,85,54,61.29,54,61.29,63.5,13,14.69,18,20.39,1,1.1,35,39.7,18,20.39,3,3.39,34,38.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.79,2.56
